image,y,g_alignment,g_colorfulness,g_composition,g_contrast,g_harmony,g_local,g_simplicity,g_whitespace,r_colorfulness_variety,r_dominant_colors,r_edge_density,r_jpeg_bpp,r_whitespace,score,weighted_sum,x_anisotropy,x_contour_congestion,x_edge_orientation_entropy,x_feature_congestion,x_sequence
../calista/rating-based-dataset/images/english/205.png,4.923289183222958,0.117,0.605,0.38,1.0,0.813,0.618,0.0,0.0,56.9126,18.0,0.4056,0.2373,0.0887,21.0,0.3799,1.2198,0.7766,0.8203,0.045,0.3
../calista/rating-based-dataset/images/english/206.png,3.759927797833935,0.237,0.98,0.69,1.0,1.0,0.487,0.441,1.0,18.5515,2.0,0.18,0.1268,0.8559,74.0,0.6808,1.188,0.6063,0.8376,0.0118,1.0
../calista/rating-based-dataset/images/english/207.png,5.309625668449198,0.191,0.924,0.08,1.0,1.0,0.585,0.711,1.0,12.3576,3.0,0.1042,0.083,0.6264,49.0,0.5431,0.5519,0.6521,0.9536,0.0105,1.0
../calista/rating-based-dataset/images/english/208.png,4.73396017699115,0.105,0.454,0.29,1.0,0.856,0.648,0.0,0.718,64.985,13.0,0.2601,0.1701,0.4514,27.0,0.4216,1.2811,0.7027,0.8171,0.0244,0.7
../calista/rating-based-dataset/images/english/209.png,4.350867052023121,0.21,0.408,0.5,1.0,0.87,0.736,0.0,0.059,67.6245,14.0,0.2846,0.1741,0.2208,29.0,0.4351,0.9546,0.6897,0.8874,0.0387,0.9
../calista/rating-based-dataset/images/english/21.png,4.240068104426788,0.228,0.786,0.24,1.0,0.909,0.602,0.268,1.0,47.1067,6.0,0.1782,0.1387,0.7111,44.0,0.5154,0.8849,0.6622,0.9007,0.0199,0.5
../calista/rating-based-dataset/images/english/210.png,4.454739084132055,0.142,0.758,0.51,1.0,0.868,0.742,0.054,1.0,48.7013,8.0,0.2643,0.1538,0.6166,50.0,0.5498,1.1828,0.714,0.8499,0.0363,1.0
../calista/rating-based-dataset/images/english/211.png,5.014253135689851,0.197,0.671,0.87,1.0,0.774,0.756,0.002,0.373,53.4091,12.0,0.2491,0.1592,0.3307,56.0,0.5759,1.1519,0.635,0.8299,0.0348,0.2
../calista/rating-based-dataset/images/english/212.png,5.266739846322722,0.177,0.322,0.79,1.0,0.935,0.6,0.0,0.625,72.8999,13.0,0.3154,0.1786,0.4189,53.0,0.5609,0.9304,0.6763,0.8884,0.0256,0.9
../calista/rating-based-dataset/images/english/213.png,3.2353279631760645,0.12,0.635,0.36,1.0,0.83,0.718,0.125,1.0,55.3428,6.0,0.2329,0.154,0.6042,41.0,0.5016,0.7115,0.7101,0.9235,0.0375,0.8
../calista/rating-based-dataset/images/english/214.png,3.960772833723653,0.181,0.927,0.07,1.0,0.861,0.589,0.143,1.0,37.378,5.0,0.242,0.1645,0.6999,31.0,0.4455,0.9843,0.7222,0.8738,0.0293,1.0
../calista/rating-based-dataset/images/english/215.png,4.320799059929494,0.111,0.665,0.89,1.0,0.794,0.566,0.0,0.156,53.7604,17.0,0.4854,0.2532,0.2547,48.0,0.5358,1.0166,0.8241,0.8729,0.0455,0.5
../calista/rating-based-dataset/images/english/216.png,5.432860262008734,0.091,0.573,0.91,1.0,0.929,0.68,0.035,0.585,58.5555,11.0,0.2909,0.1479,0.4046,60.0,0.6008,0.4873,0.8465,0.9581,0.0538,0.8
../calista/rating-based-dataset/images/english/217.png,5.2786697247706424,0.18,0.904,0.1,1.0,0.833,0.509,0.245,1.0,39.2867,6.0,0.2045,0.1252,0.7489,33.0,0.4591,1.0829,0.6902,0.8504,0.0189,0.5
../calista/rating-based-dataset/images/english/218.png,4.015410958904109,0.177,0.513,0.52,1.0,0.9,0.683,0.0,0.0,61.7759,15.0,0.3197,0.2046,0.1337,29.0,0.4357,1.1522,0.7148,0.8514,0.0337,0.2
../calista/rating-based-dataset/images/english/219.png,4.958959537572254,0.104,0.322,0.6,1.0,0.823,0.455,0.0,0.0,72.9132,17.0,0.4152,0.2295,0.1736,26.0,0.4135,1.0187,0.7571,0.8596,0.0599,0.9
../calista/rating-based-dataset/images/english/22.png,3.65171650055371,0.188,0.999,0.67,1.0,0.855,0.357,0.036,1.0,23.4087,8.0,0.2739,0.1785,0.7063,58.0,0.5896,0.6587,0.7026,0.9337,0.0296,0.7
../calista/rating-based-dataset/images/english/220.png,3.6400862068965516,0.087,0.443,0.23,1.0,0.854,0.371,0.0,0.0,65.5795,26.0,0.4226,0.2436,0.0656,14.0,0.3126,0.8261,0.7787,0.8991,0.0547,0.2
../calista/rating-based-dataset/images/english/221.png,4.69811320754717,0.13,0.384,0.15,1.0,0.887,0.605,0.0,0.444,69.0416,12.0,0.343,0.1978,0.3554,18.0,0.3552,1.1011,0.7178,0.8427,0.0407,0.3
../calista/rating-based-dataset/images/english/222.png,2.81505376344086,0.177,0.822,0.71,1.0,1.0,0.731,0.036,1.0,5.1054,8.0,0.4532,0.284,0.5527,65.0,0.6254,1.2137,0.8003,0.8357,0.0099,0.9
../calista/rating-based-dataset/images/english/223.png,2.4002145922746783,0.208,0.527,0.08,1.0,0.884,0.536,0.0,0.513,60.9961,9.0,0.3003,0.208,0.3797,19.0,0.3592,0.9856,0.8472,0.8666,0.0286,0.5
../calista/rating-based-dataset/images/english/224.png,4.987425149700599,0.195,0.055,0.85,1.0,0.863,0.751,0.0,0.346,101.7173,14.0,0.2517,0.1724,0.3211,48.0,0.5385,1.5392,0.6669,0.7664,0.0507,0.1
../calista/rating-based-dataset/images/english/225.png,4.512931034482759,0.141,0.507,0.36,1.0,0.855,0.557,0.0,0.689,62.1049,14.0,0.3161,0.1835,0.4411,30.0,0.4416,0.7736,0.7016,0.9184,0.0348,1.0
../calista/rating-based-dataset/images/english/226.png,5.142451759364358,0.133,0.932,0.29,1.0,0.848,0.731,0.0,0.705,36.9123,15.0,0.3601,0.2115,0.4466,33.0,0.4576,1.0012,0.7146,0.8727,0.0329,0.8
../calista/rating-based-dataset/images/english/227.png,4.823458282950424,0.199,0.982,0.71,1.0,0.805,0.498,0.085,1.0,31.0047,7.0,0.2521,0.1553,0.5561,63.0,0.6119,0.9866,0.6956,0.8774,0.0209,0.9
../calista/rating-based-dataset/images/english/228.png,5.577726218097448,0.149,0.763,0.31,0.848,0.788,0.637,0.228,0.422,48.3914,17.0,0.182,0.1125,0.3477,29.0,0.4324,0.9977,0.6492,0.8784,0.0258,0.8
../calista/rating-based-dataset/images/english/229.png,3.764837625979843,0.169,0.769,0.27,1.0,0.863,0.769,0.0,1.0,48.0365,11.0,0.3158,0.2162,0.61,37.0,0.4812,0.9402,0.7308,0.8871,0.0337,0.9
../calista/rating-based-dataset/images/english/23.png,3.801321138211382,0.202,0.92,0.83,1.0,0.854,0.563,0.808,0.698,37.991,2.0,0.0883,0.0751,0.9257,80.0,0.722,1.116,0.6459,0.832,0.0122,1.0
../calista/rating-based-dataset/images/english/230.png,6.014254385964913,0.108,0.036,0.14,1.0,0.908,0.739,0.038,0.841,107.1628,16.0,0.2594,0.1469,0.4942,22.0,0.3832,0.3852,0.7722,0.9758,0.0475,0.4
../calista/rating-based-dataset/images/english/231.png,5.568530701754386,0.112,0.753,0.3,1.0,0.931,0.617,0.0,0.0,48.9956,16.0,0.3408,0.1813,0.1224,21.0,0.3772,0.9262,0.7301,0.8891,0.0203,0.9
../calista/rating-based-dataset/images/english/232.png,5.302980132450331,0.139,0.271,0.89,1.0,0.836,0.673,0.0,0.346,76.4161,14.0,0.4012,0.192,0.3212,50.0,0.5464,0.6382,0.7895,0.9394,0.0545,0.9
../calista/rating-based-dataset/images/english/233.png,5.636871508379889,0.091,0.181,0.33,1.0,0.844,0.263,0.0,0.0,83.8585,18.0,0.3539,0.1968,0.1156,14.0,0.318,0.5133,0.7723,0.9568,0.0653,0.3
../calista/rating-based-dataset/images/english/234.png,4.27497062279671,0.201,0.476,0.4,1.0,0.937,0.696,0.0,0.291,63.7786,12.0,0.2792,0.1832,0.3019,30.0,0.4373,1.1743,0.7407,0.845,0.026,0.1
../calista/rating-based-dataset/images/english/235.png,5.657502863688431,0.195,0.998,0.9,0.494,0.874,0.433,0.053,0.582,23.0115,16.0,0.3083,0.142,0.4038,55.0,0.5714,0.5245,0.715,0.9539,0.0217,0.7
../calista/rating-based-dataset/images/english/236.png,2.4542025862068964,0.135,0.282,0.42,1.0,0.751,0.763,0.0,0.568,75.6046,11.0,0.4296,0.2867,0.3988,29.0,0.4338,1.1901,0.7808,0.8347,0.0622,0.1
../calista/rating-based-dataset/images/english/237.png,4.087690631808279,0.26,0.033,0.84,1.0,0.922,0.473,0.476,0.882,108.2597,4.0,0.149,0.1153,0.5087,70.0,0.6542,1.418,0.6173,0.7823,0.0421,0.8
../calista/rating-based-dataset/images/english/238.png,3.1606538895152196,0.214,0.999,0.13,1.0,0.865,0.53,0.1,1.0,26.1225,7.0,0.2172,0.1526,0.7338,34.0,0.4628,1.2743,0.6868,0.8216,0.0187,0.7
../calista/rating-based-dataset/images/english/239.png,3.7308934337997846,0.167,0.388,0.26,1.0,0.815,0.712,0.0,0.675,68.7576,15.0,0.2937,0.1798,0.4363,26.0,0.4145,1.1118,0.7273,0.8408,0.043,1.0
../calista/rating-based-dataset/images/english/24.png,3.7894444444444444,0.128,0.328,0.91,1.0,0.869,0.747,0.0,0.282,72.4962,11.0,0.2734,0.1791,0.2988,51.0,0.5549,0.9188,0.763,0.8814,0.049,0.9
../calista/rating-based-dataset/images/english/240.png,4.985005767012687,0.205,0.282,0.94,1.0,0.927,0.885,0.26,0.0,75.6199,12.0,0.1651,0.1151,0.173,59.0,0.5952,1.6179,0.5974,0.7494,0.0288,0.9
../calista/rating-based-dataset/images/english/241.png,5.432494279176201,0.253,0.998,0.91,1.0,0.944,0.735,0.421,0.324,27.1042,10.0,0.1336,0.0855,0.3135,75.0,0.685,1.7959,0.5819,0.6759,0.0127,0.1
../calista/rating-based-dataset/images/english/242.png,6.235619469026549,0.119,0.986,0.2,1.0,0.769,0.686,0.0,0.0,30.4063,13.0,0.3461,0.1934,0.1853,18.0,0.3522,0.5734,0.7589,0.9453,0.0303,0.7
../calista/rating-based-dataset/images/english/243.png,4.890857142857143,0.094,0.596,0.56,1.0,0.833,0.495,0.0,0.38,57.3787,18.0,0.431,0.2275,0.3329,33.0,0.4585,0.9289,0.7866,0.8907,0.0355,0.1
../calista/rating-based-dataset/images/english/244.png,4.635011441647597,0.161,0.987,0.64,1.0,0.815,0.649,0.0,1.0,19.7932,9.0,0.3164,0.1714,0.6004,57.0,0.5846,0.7775,0.7916,0.9179,0.0203,0.9
../calista/rating-based-dataset/images/english/245.png,4.619662921348315,0.156,0.56,0.71,1.0,0.847,0.801,0.0,0.511,59.2507,18.0,0.2826,0.1861,0.379,49.0,0.5413,0.8916,0.7205,0.9026,0.035,0.5
../calista/rating-based-dataset/images/english/246.png,1.8366701791359326,0.324,0.957,0.21,1.0,1.0,0.037,1.0,0.009,15.5232,1.0,0.0243,0.0347,0.9842,43.0,0.5112,0.6617,0.7535,0.9358,0.0049,0.6
../calista/rating-based-dataset/images/english/247.png,4.2547806524184475,0.114,0.832,0.25,1.0,0.887,0.769,0.0,0.436,44.2972,9.0,0.4093,0.2389,0.3526,26.0,0.4167,0.7207,0.7966,0.9231,0.0337,0.2
../calista/rating-based-dataset/images/english/248.png,4.664861612515042,0.113,0.996,0.16,1.0,0.863,0.413,0.073,0.92,28.0146,7.0,0.3099,0.1596,0.5219,29.0,0.4359,0.9896,0.7272,0.8781,0.02,0.3
../calista/rating-based-dataset/images/english/249.png,4.2441025641025645,0.158,0.929,0.62,1.0,0.898,0.673,0.0,0.702,37.1845,12.0,0.3459,0.2122,0.4456,51.0,0.555,0.975,0.7159,0.8803,0.0227,0.1
../calista/rating-based-dataset/images/english/25.png,3.937777777777778,0.119,0.493,0.83,1.0,0.855,0.597,0.0,0.85,62.8413,10.0,0.3175,0.1873,0.4976,58.0,0.5873,1.1255,0.7414,0.8429,0.0441,0.6
../calista/rating-based-dataset/images/english/250.png,6.253871681415929,0.139,0.642,0.7,1.0,0.767,0.598,0.0,0.0,54.9598,15.0,0.3414,0.1893,0.0992,35.0,0.4692,0.8928,0.7292,0.8755,0.0413,0.4
../calista/rating-based-dataset/images/english/251.png,4.441466083150985,0.124,0.86,0.5,1.0,0.663,0.645,0.0,0.774,42.4853,14.0,0.3397,0.2132,0.4709,40.0,0.4938,1.0469,0.7223,0.8713,0.0398,0.6
../calista/rating-based-dataset/images/english/252.png,4.122047244094488,0.157,0.618,0.36,1.0,0.854,0.7,0.0,0.489,56.2196,13.0,0.3246,0.2059,0.3712,30.0,0.4394,1.108,0.7272,0.8457,0.0401,0.8
../calista/rating-based-dataset/images/english/253.png,5.060622914349277,0.128,0.514,0.46,1.0,0.852,0.64,0.0,0.43,61.6983,14.0,0.3247,0.1938,0.3504,31.0,0.4467,0.9518,0.7191,0.8825,0.0331,0.7
../calista/rating-based-dataset/images/english/254.png,4.26006528835691,0.08,0.669,0.63,1.0,0.791,0.472,0.0,0.056,53.5115,16.0,0.4499,0.234,0.2195,30.0,0.4424,0.9643,0.774,0.8768,0.0452,0.8
../calista/rating-based-dataset/images/english/255.png,4.660443407234539,0.237,0.401,0.89,0.449,0.874,0.384,0.064,0.345,68.0421,14.0,0.2306,0.1382,0.3209,43.0,0.5099,1.3003,0.6199,0.7716,0.0303,0.5
../calista/rating-based-dataset/images/english/256.png,4.042586750788644,0.107,0.481,0.53,1.0,0.854,0.671,0.0,0.271,63.5065,17.0,0.3832,0.2131,0.295,31.0,0.4472,0.8682,0.7668,0.8929,0.0505,0.4
../calista/rating-based-dataset/images/english/257.png,5.282065834279228,0.111,0.956,0.34,1.0,0.859,0.753,0.0,0.578,34.5754,16.0,0.4437,0.2131,0.4021,33.0,0.4592,0.6911,0.7639,0.9253,0.0311,0.7
../calista/rating-based-dataset/images/english/258.png,5.888580931263858,0.116,0.979,0.38,1.0,0.748,0.472,0.0,0.971,31.5196,11.0,0.2918,0.1718,0.5398,38.0,0.4839,0.7361,0.7154,0.9169,0.0336,0.5
../calista/rating-based-dataset/images/english/259.png,3.8350877192982455,0.094,0.791,0.91,1.0,0.81,0.638,0.0,0.658,46.7636,13.0,0.4832,0.2396,0.4304,61.0,0.6024,0.9613,0.8131,0.8866,0.0523,0.9
../calista/rating-based-dataset/images/english/26.png,4.551587301587301,0.137,0.932,0.4,1.0,1.0,0.571,0.304,1.0,13.0274,7.0,0.1583,0.1299,0.8986,54.0,0.5667,0.8366,0.6874,0.9037,0.0055,1.0
../calista/rating-based-dataset/images/english/260.png,5.195121951219512,0.173,0.84,0.2,1.0,0.918,0.579,0.284,0.701,43.7827,7.0,0.1817,0.118,0.4452,35.0,0.4705,1.5079,0.6032,0.7632,0.0263,0.6
../calista/rating-based-dataset/images/english/261.png,4.976948408342481,0.133,0.197,0.85,1.0,0.901,0.802,0.0,0.502,82.3856,12.0,0.3023,0.1922,0.3757,52.0,0.5595,0.953,0.682,0.8741,0.0616,0.7
../calista/rating-based-dataset/images/english/262.png,4.4949267192784665,0.226,0.936,0.05,1.0,1.0,0.107,0.899,0.589,13.3952,2.0,0.0773,0.0526,0.9349,40.0,0.4975,0.5994,0.6802,0.9399,0.006,1.0
../calista/rating-based-dataset/images/english/263.png,5.259933774834437,0.238,0.876,0.89,1.0,0.965,0.431,0.93,0.378,8.6566,2.0,0.0658,0.0511,0.9529,81.0,0.7303,0.3853,0.6953,0.9772,0.0078,1.0
../calista/rating-based-dataset/images/english/264.png,3.9994337485843716,0.11,0.621,0.56,1.0,0.783,0.666,0.0,0.386,56.0494,15.0,0.3183,0.1741,0.3351,35.0,0.4685,0.8803,0.7207,0.9011,0.049,1.0
../calista/rating-based-dataset/images/english/265.png,5.961134453781512,0.223,0.999,0.36,1.0,0.856,0.286,0.039,0.394,23.8766,10.0,0.2627,0.1465,0.3381,31.0,0.4442,0.6406,0.7053,0.9412,0.0178,0.7
../calista/rating-based-dataset/images/english/266.png,5.9363636363636365,0.096,0.692,0.27,1.0,0.866,0.6,0.0,0.065,52.3075,17.0,0.4551,0.2399,0.2226,19.0,0.3615,0.9529,0.7857,0.8905,0.0448,0.3
../calista/rating-based-dataset/images/english/267.png,5.154347826086957,0.189,0.301,0.8,1.0,0.86,0.752,0.0,0.437,74.2786,15.0,0.3524,0.2156,0.3528,50.0,0.5471,0.7522,0.7367,0.9212,0.0502,0.3
../calista/rating-based-dataset/images/english/268.png,5.911308203991131,0.119,0.286,0.72,1.0,0.86,0.625,0.0,0.0,75.3615,27.0,0.3483,0.1873,0.0923,34.0,0.4612,0.5266,0.744,0.9528,0.0526,0.1
../calista/rating-based-dataset/images/english/269.png,6.640314136125655,0.103,0.807,0.9,1.0,0.879,0.532,0.0,0.0,45.8535,21.0,0.5249,0.2337,0.1261,48.0,0.5367,0.3749,0.8507,0.9751,0.0444,0.2
../calista/rating-based-dataset/images/english/27.png,5.091533180778032,0.14,0.973,0.43,1.0,0.814,0.458,0.096,0.864,32.4585,7.0,0.2659,0.1516,0.5025,43.0,0.5099,0.6184,0.7145,0.933,0.027,0.1
../calista/rating-based-dataset/images/english/270.png,6.143174250832408,0.091,0.823,0.67,1.0,0.857,0.606,0.0,0.453,44.858,19.0,0.4524,0.2228,0.3586,44.0,0.519,0.5433,0.7942,0.9576,0.0422,1.0
../calista/rating-based-dataset/images/english/271.png,4.434782608695652,0.202,1.0,0.45,1.0,0.881,0.745,0.342,0.977,24.0355,6.0,0.1813,0.1106,0.5419,60.0,0.5967,1.0755,0.6673,0.8655,0.0147,1.0
../calista/rating-based-dataset/images/english/272.png,6.715948777648428,0.172,0.969,0.62,1.0,0.781,0.416,0.247,0.021,17.0477,13.0,0.1757,0.1111,0.2074,41.0,0.499,0.5477,0.6275,0.9476,0.0128,0.9
../calista/rating-based-dataset/images/english/273.png,3.5548016701461376,0.119,0.404,0.67,1.0,0.836,0.596,0.0,0.296,67.8172,12.0,0.3426,0.2154,0.3037,37.0,0.4798,0.8826,0.7393,0.8955,0.0506,0.7
../calista/rating-based-dataset/images/english/274.png,5.536177105831533,0.172,0.998,0.4,1.0,0.86,0.638,0.178,1.0,23.2316,6.0,0.2182,0.137,0.6625,50.0,0.5487,0.455,0.7015,0.9644,0.0193,0.7
../calista/rating-based-dataset/images/english/275.png,3.541436464088398,0.395,0.905,0.37,1.0,0.837,0.572,0.179,0.672,39.2043,4.0,0.2907,0.2097,0.4354,47.0,0.5314,0.7916,0.6894,0.9136,0.0221,0.5
../calista/rating-based-dataset/images/english/276.png,5.876637554585153,0.105,0.971,0.88,1.0,0.92,0.763,0.0,0.746,32.7528,18.0,0.3394,0.1705,0.461,66.0,0.6338,0.9619,0.7687,0.8908,0.0239,0.9
../calista/rating-based-dataset/images/english/277.png,4.7397186147186146,0.125,1.0,0.67,1.0,0.933,0.68,0.054,1.0,25.2715,9.0,0.244,0.1415,0.7299,62.0,0.6092,1.1141,0.7094,0.8623,0.0175,0.9
../calista/rating-based-dataset/images/english/278.png,4.502923976608187,0.198,0.993,0.23,1.0,1.0,0.399,0.849,0.579,21.2994,3.0,0.0687,0.0644,0.9358,52.0,0.5565,0.9038,0.668,0.8748,0.0108,0.7
../calista/rating-based-dataset/images/english/279.png,4.631190727081138,0.202,0.979,0.89,1.0,0.791,0.529,0.177,1.0,31.4968,5.0,0.2248,0.1484,0.7864,74.0,0.6758,0.9488,0.7527,0.8904,0.024,0.6
../calista/rating-based-dataset/images/english/28.png,5.025700934579439,0.075,0.894,0.24,1.0,0.725,0.577,0.0,0.277,40.0723,16.0,0.4926,0.2458,0.2969,20.0,0.3676,0.7115,0.7926,0.9235,0.0436,1.0
../calista/rating-based-dataset/images/english/280.png,4.544086021505376,0.138,0.762,0.81,1.0,0.818,0.587,0.0,1.0,48.4595,11.0,0.3613,0.2226,0.5653,62.0,0.6116,1.2363,0.7196,0.8292,0.0379,0.3
../calista/rating-based-dataset/images/english/281.png,5.087248322147651,0.187,0.99,0.85,1.0,0.917,0.493,0.413,1.0,29.4572,5.0,0.1772,0.102,0.7929,78.0,0.7064,0.8465,0.7196,0.9091,0.0223,0.5
../calista/rating-based-dataset/images/english/282.png,5.743756786102063,0.107,0.747,0.7,1.0,0.853,0.733,0.0,0.147,49.2992,25.0,0.3964,0.2067,0.2514,41.0,0.5019,1.0001,0.7371,0.8708,0.0407,0.3
../calista/rating-based-dataset/images/english/283.png,5.4575268817204305,0.121,0.714,0.26,1.0,0.851,0.83,0.0,0.66,51.0986,11.0,0.3087,0.1968,0.4308,29.0,0.4357,1.2399,0.7535,0.8288,0.0474,0.9
../calista/rating-based-dataset/images/english/284.png,2.624263839811543,0.374,0.873,0.77,1.0,0.919,0.929,0.791,1.0,8.3859,4.0,0.0781,0.0644,0.8884,87.0,0.7862,1.1598,0.696,0.8524,0.0094,0.7
../calista/rating-based-dataset/images/english/286.png,6.6560364464692485,0.101,0.891,0.48,1.0,0.833,0.77,0.0,0.502,40.3043,13.0,0.3182,0.1798,0.3758,38.0,0.4837,0.8883,0.7322,0.9029,0.0293,0.5
../calista/rating-based-dataset/images/english/287.png,4.136158192090395,0.228,0.809,0.34,1.0,1.0,0.714,0.119,1.0,4.29,7.0,0.2154,0.1474,0.7517,48.0,0.5398,1.1173,0.6409,0.8565,0.0064,1.0
../calista/rating-based-dataset/images/english/288.png,5.320484581497797,0.182,0.994,0.97,1.0,0.949,0.892,0.134,1.0,21.576,8.0,0.2029,0.14,0.599,81.0,0.7276,1.1591,0.6818,0.8193,0.0117,0.5
../calista/rating-based-dataset/images/english/289.png,4.603613177470776,0.143,0.734,0.53,1.0,0.805,0.628,0.0,0.289,50.0319,18.0,0.3832,0.2297,0.3012,34.0,0.4624,0.7955,0.768,0.9169,0.0382,1.0
../calista/rating-based-dataset/images/english/29.png,4.157632743362832,0.12,0.502,0.3,1.0,0.871,0.576,0.0,0.5,62.3798,15.0,0.337,0.202,0.3752,25.0,0.4051,1.1189,0.7264,0.8526,0.0458,0.5
../calista/rating-based-dataset/images/english/290.png,4.175489067894131,0.361,0.973,0.66,1.0,0.831,0.851,0.179,1.0,32.3767,4.0,0.2347,0.1684,0.6886,71.0,0.6601,0.9022,0.6689,0.8899,0.0238,0.5
../calista/rating-based-dataset/images/english/291.png,3.984478935698448,0.3,0.894,0.11,1.0,0.887,0.92,0.122,0.735,40.0564,6.0,0.2138,0.1728,0.4571,35.0,0.4669,1.0076,0.655,0.8607,0.015,0.9
../calista/rating-based-dataset/images/english/292.png,2.643162393162393,0.233,0.23,0.9,1.0,0.845,0.849,0.107,0.579,79.5349,6.0,0.3081,0.2036,0.4025,62.0,0.6113,1.5181,0.7151,0.7649,0.0377,0.7
../calista/rating-based-dataset/images/english/293.png,3.6466083150984683,0.25,0.877,0.88,1.0,0.839,0.74,0.143,1.0,41.2856,5.0,0.3549,0.2631,0.779,75.0,0.6873,1.0025,0.8288,0.8796,0.0243,0.0
../calista/rating-based-dataset/images/english/294.png,5.413921360255048,0.152,0.354,0.16,1.0,0.797,0.78,0.0,0.551,70.8753,15.0,0.312,0.1765,0.3928,20.0,0.372,0.8987,0.6767,0.8953,0.0452,0.0
../calista/rating-based-dataset/images/english/295.png,5.271241830065359,0.118,0.976,0.16,1.0,0.761,0.529,0.0,0.795,32.0516,9.0,0.2855,0.1666,0.4783,25.0,0.4095,1.0611,0.7421,0.8561,0.0312,1.0
../calista/rating-based-dataset/images/english/297.png,5.961621621621622,0.096,0.5,0.32,0.534,0.846,0.557,0.017,0.0,62.4734,19.0,0.2856,0.1542,0.1007,14.0,0.3088,1.2114,0.6968,0.8389,0.0345,0.3
../calista/rating-based-dataset/images/english/298.png,6.246887966804979,0.18,0.07,0.44,0.819,0.896,0.521,0.0,0.106,98.4669,14.0,0.2716,0.1702,0.2372,20.0,0.3694,0.5675,0.6608,0.9463,0.0301,0.1
../calista/rating-based-dataset/images/english/299.png,6.360244988864142,0.191,0.579,0.9,1.0,0.863,0.926,0.359,1.0,58.2461,6.0,0.1589,0.1229,0.625,78.0,0.7095,1.3048,0.6467,0.8255,0.0355,0.7
../calista/rating-based-dataset/images/english/3.png,4.591212458286986,0.279,0.795,0.66,1.0,0.963,0.652,0.743,1.0,46.546,4.0,0.0944,0.0678,0.5742,79.0,0.7167,1.4437,0.6511,0.7962,0.0119,0.8
../calista/rating-based-dataset/images/english/30.png,3.0055555555555555,0.225,0.826,0.66,1.0,0.798,0.745,0.107,1.0,44.6634,6.0,0.2541,0.1848,0.727,62.0,0.6098,1.2819,0.6938,0.8177,0.0398,1.0
../calista/rating-based-dataset/images/english/300.png,3.9319429198682765,0.117,0.22,0.57,1.0,0.779,0.672,0.0,0.815,80.3568,9.0,0.3953,0.2326,0.4851,39.0,0.4913,1.0027,0.7437,0.871,0.0666,0.8
../calista/rating-based-dataset/images/english/302.png,6.030711206896552,0.147,0.987,0.76,1.0,0.713,0.564,0.518,1.0,30.1367,5.0,0.1418,0.0945,0.6091,73.0,0.6731,1.5529,0.6173,0.7486,0.0178,1.0
../calista/rating-based-dataset/images/english/303.png,3.3992117117117115,0.197,0.093,0.89,1.0,0.864,0.633,0.107,0.371,94.2981,10.0,0.2133,0.1288,0.3299,53.0,0.5627,0.9437,0.7439,0.8616,0.0411,0.5
../calista/rating-based-dataset/images/english/304.png,3.305526036131775,0.096,0.001,0.92,1.0,0.767,0.658,0.0,0.247,146.8554,15.0,0.3298,0.2342,0.2866,43.0,0.5138,0.8064,0.7856,0.9034,0.0885,0.1
../calista/rating-based-dataset/images/english/305.png,3.035632183908046,0.196,0.703,0.56,1.0,0.705,0.414,0.214,1.0,51.6887,3.0,0.3507,0.2326,0.5872,52.0,0.5558,0.9203,0.7986,0.8851,0.0372,0.9
../calista/rating-based-dataset/images/english/306.png,5.368125701459035,0.148,0.031,0.69,1.0,0.896,0.661,0.116,0.093,108.9992,9.0,0.2044,0.1329,0.2325,36.0,0.4735,1.2059,0.616,0.7995,0.0491,0.1
../calista/rating-based-dataset/images/english/307.png,2.287862513426423,0.167,0.705,0.5,0.465,0.786,0.391,0.036,1.0,51.5898,8.0,0.3955,0.2207,0.6685,34.0,0.4626,0.409,0.6472,0.973,0.0505,0.3
../calista/rating-based-dataset/images/english/308.png,1.892075078206465,0.467,0.262,0.83,1.0,0.811,0.604,0.179,0.423,77.0995,4.0,0.2423,0.1893,0.3482,62.0,0.6075,0.7812,0.7342,0.9169,0.0418,0.6
../calista/rating-based-dataset/images/english/309.png,1.4869281045751634,0.105,0.022,0.92,1.0,0.684,0.679,0.143,0.929,113.1051,5.0,0.4418,0.2903,0.525,60.0,0.5976,0.9879,0.864,0.871,0.0856,0.9
../calista/rating-based-dataset/images/english/310.png,5.399671052631579,0.153,0.68,0.57,0.989,0.803,0.572,0.0,0.523,52.9403,15.0,0.3132,0.1856,0.3829,39.0,0.4906,0.4825,0.6818,0.962,0.0341,0.5
../calista/rating-based-dataset/images/english/311.png,2.464039408866995,0.123,0.489,0.18,0.245,0.788,0.758,0.0,0.444,63.0494,12.0,0.5857,0.2565,0.3554,12.0,0.2925,0.8326,0.705,0.9065,0.0466,0.9
../calista/rating-based-dataset/images/english/312.png,2.443894389438944,0.295,0.956,0.07,1.0,0.674,0.529,0.321,1.0,34.5621,1.0,0.2128,0.1415,0.8211,35.0,0.4682,1.0807,0.7289,0.8517,0.033,0.9
../calista/rating-based-dataset/images/english/313.png,2.384782608695652,0.146,0.808,0.77,1.0,0.832,0.554,0.036,0.253,45.7792,8.0,0.2248,0.1923,0.2885,47.0,0.5342,0.6229,0.7548,0.9384,0.0361,0.7
